sCT ID	chromosome	5’ boundary of the cryptic zone	3’ boundary of the cryptic zone	cTSS	cdsEnd	txEnd	strand	host_gene	sCT expression in spt6-1004 (FPKM)	Log2 spt6-1004/WT FC	z score
YER041W_crA	V	233789	233935	233862	234740	234850	+	YER041W	51.75690600317	0.652721892620401	16.8215700883637
YER045C_crA	V	241003	240923	240963	240031	239925	-	YER045C	32.6696220060556	0.929597408838026	20.3306469287986
YER047C_crA	V	244925	244775	244850	243809	243821	-	YER047C	34.2309758479619	0.815000879666076	25.226216857187
YER051W_crA	V	255082	255170	255126	256134	256298	+	YER051W	32.8197776488624	1.66216370952611	22.2919684348631
YER054C_crA	V	263101	263021	263061	262051	262021	-	YER054C	44.5294249313746	2.54211744724729	22.4529900525201
YER060W-A_crA	V	277532	277608	277570	278164	278164	+	YER060W-A	34.5136808054452	2.55201713678729	22.8249308169107
YER069W_crA	V	297056	297226	297141	298001	298147	+	YER069W	92.5453143616637	1.20524005212729	24.2271532045415
YER075C_crA	V	310030	309826	309928	308412	308296	-	YER075C	41.2758224905468	0.478294526883112	24.2308756932404
YER077C_crA	V	315144	315030	315087	314533	314496	-	YER077C	47.0806047053151	0.481752152803919	15.4813954344269
YER078C_crA	V	317540	317472	317506	316806	316752	-	YER078C	45.86642821522	1.47832525621673	19.2477419043913
YER081W_crA	V	323354	323374	323364	324095	324095	+	YER081W	482.82168408059	4.84028044592963	19.0150067254347
YER082C_crA	V	324998	324878	324938	324271	324192	-	YER082C	40.9906895004902	-0.0203344151383513	15.6144746865612
YER087W_crA	V	331401	331577	331489	332306	332437	+	YER087W	29.8820576918355	0.609028109713761	21.4931321821137
YER087W_crB	V	331751	331833	331792	332306	332437	+	YER087W	45.1112053316915	1.23083340530673	21.4931321821137
YER093C_crA	V	345648	345392	345520	343319	343240	-	YER093C	27.6475473673268	1.07621628426266	29.4255901893154
YER093C_crB	V	345010	344862	344936	343319	343240	-	YER093C	35.5907914605912	1.35324247189416	29.4255901893154
YER099C_crA	V	358637	358481	358559	358104	358016	-	YER099C	19.2056653295923	0.275589434100019	15.1046508033048
YER101C_crA	V	361158	361084	361121	360501	360400	-	YER101C	35.6664200368745	1.87817668282302	21.8768093778429
YER109C_crA	V	376153	376085	376119	375214	374880	-	YER109C	82.870412959824	0.802533504692328	29.0580601425092
YER109C_crB	V	375934	375852	375893	375214	374880	-	YER109C	133.860129809875	1.84570821033713	29.0580601425092
YER113C_crA	V	389011	388793	388902	387931	387864	-	YER113C	31.5294029115795	0.289935807287994	20.8307213102637
YER114C_crA	V	391881	391697	391789	390589	390288	-	YER114C	82.5059150369302	0.494500095954367	20.260157217207
YER125W_crA	V	411530	411678	411604	412618	413013	+	YER125W	73.1367587022626	0.286304682330877	21.9720220778889
YER129W_crA	V	418864	418962	418913	420709	420989	+	YER129W	56.3289856850638	0.269526218007561	18.2571786034752
YER129W_crB	V	419099	419355	419227	420709	420989	+	YER129W	51.9145639061672	0.546922700016188	18.2571786034752
YER132C_crA	V	427276	427020	427148	425187	425032	-	YER132C	34.3405757329277	0.676317262114855	23.6104698968672
YER132C_crB	V	426680	426576	426628	425187	425032	-	YER132C	50.7799700373342	0.964340410786793	23.6104698968672
YER144C_crA	V	458859	458645	458752	457805	457697	-	YER144C	42.6344628685764	0.467910691231958	24.1498625090871
YER157W_crA	V	485955	486097	486026	487193	487278	+	YER157W	36.1115564276467	0.830554817405424	21.2888889639889
YER158C_crA	V	489748	489560	489654	488856	488705	-	YER158C	64.5823276335861	0.86424502806987	24.7347833825264
YER158C_crB	V	489514	489422	489468	488856	488705	-	YER158C	47.6243287022939	1.47131622284039	24.7347833825264
YER162C_crA	V	501873	501777	501825	500629	500561	-	YER162C	35.6857359943779	1.60853185234422	21.4011418466842
YER162C_crB	V	501277	501205	501241	500629	500561	-	YER162C	61.1085896358054	2.28551572365092	21.4011418466842
YER164W_crA	V	507874	508078	507976	509798	509894	+	YER164W	77.035844804591	0.918532370592874	27.5022395590003
YER166W_crA	V	514801	514981	514891	517459	517549	+	YER166W	46.4822490120272	0.14869382255195	15.3805788878938
YER166W_crB	V	515093	515245	515169	517459	517549	+	YER166W	46.8261040731675	0.399693286513691	15.3805788878938
YER167W_crA	V	519461	519569	519515	520771	520910	+	YER167W	80.9876184334346	0.681215398593647	24.8074719797263
YER171W_crA	V	528276	528572	528424	529418	529518	+	YER171W	39.720121959645	0.780149041111138	23.4350742614193
YER172C_crA	V	533381	533217	533299	529529	529409	-	YER172C	33.4962299558581	0.881707776369381	29.6455861981757
YER172C_crB	V	532674	532348	532511	529529	529409	-	YER172C	27.3004382789127	0.973270995172209	29.6455861981757
YER173W_crA	V	537274	537390	537332	538279	538342	+	YER173W	43.3748771539745	0.961775788502278	20.095204791814
YER173W_crB	V	537522	537612	537567	538279	538342	+	YER173W	37.6082156018373	1.34492044964999	20.095204791814
YER184C_crA	V	557869	557683	557776	556295	555865	-	YER184C	25.709045216669	1.39233438601835	19.2892241520839
YER184C_crB	V	557750	557444	557597	556295	555865	-	YER184C	5.2991742786752	1.0910165224883	19.2892241520839
YER184C_crC	V	556954	556886	556920	556295	555865	-	YER184C	31.8569555285602	1.5382492946942	19.2892241520839
YFL002C_crA	VI	145755	145583	145669	145113	144977	-	YFL002C	72.1257094631719	0.0725990109878421	18.2706349295103
YFL002C_crB	VI	145442	145352	145397	145113	144977	-	YFL002C	131.764416054133	1.30369145262024	18.2706349295103
YFL007W_crA	VI	127344	127726	127535	129910	129990	+	YFL007W	47.5371917697343	0.0610471484302614	15.161244043019
YFL007W_crB	VI	128062	128230	128146	129910	129990	+	YFL007W	48.9525816228799	0.430631199995662	15.161244043019
YFL008W_crA	VI	120790	120876	120833	123106	123246	+	YFL008W	55.7959152459525	1.16843770868661	20.4451755863397
YFL008W_crB	VI	120975	121241	121108	123106	123246	+	YFL008W	52.9629913620335	1.10678078256958	20.4451755863397
YFL009W_crA	VI	117211	117435	117323	118484	118551	+	YFL009W	62.4583481231626	0.890496725929595	23.3758956093786
YFL022C_crA	VI	94004	93898	93951	93498	93398	-	YFL022C	63.680313752609	-0.517424968900241	15.4576450730145
YFL025C_crA	VI	85226	85028	85127	84144	84022	-	YFL025C	55.0537658087516	1.22445153928265	29.0612620634166
YFL029C_crA	VI	78714	78668	78691	78054	77998	-	YFL029C	108.447384947232	2.00292473040018	21.786405702989
YFL033C_crA	VI	71328	71076	71202	69114	68926	-	YFL033C	53.3517653370343	0.855516995188851	29.1502489349915
YFL033C_crB	VI	70641	70547	70594	69114	68926	-	YFL033C	72.9643829216677	1.40910026502617	29.1502489349915
YFL034C-B_crA	VI	63719	63645	63682	63015	62845	-	YFL034C-B	68.4226236629925	0.475814391117117	28.7384628753575
YFL034W_crA	VI	66879	66945	66912	68698	68835	+	YFL034W	39.1573886843998	1.3472871682835	26.7775719597095
YFL034W_crB	VI	67156	67240	67198	68698	68835	+	YFL034W	50.8754996679956	1.71500468826877	26.7775719597095
YFL036W_crA	VI	60683	60929	60806	62837	62842	+	YFL036W	24.4470321150708	0.578615865670885	24.1699910748377
YFL036W_crB	VI	61295	61575	61435	62837	62842	+	YFL036W	55.4982467901331	0.850718480897639	24.1699910748377
YFL040W_crA	VI	52036	52262	52149	52972	52972	+	YFL040W	1.0520206954151	1.38419928427112	23.0558499686943
YFL040W_crB	VI	52470	52554	52512	52972	52972	+	YFL040W	1.97535045645224	1.8796696306083	23.0558499686943
YFL041W_crA	VI	49816	49972	49894	51007	51169	+	YFL041W	43.7879384128124	0.676712526364433	17.429520049774
YFL042C_crA	VI	46860	46816	46838	45719	45660	-	YFL042C	42.0359070219397	0.954396944265585	25.779746943667
YFL042C_crB	VI	46598	46516	46557	45719	45660	-	YFL042C	62.8819096150583	1.49989435687896	25.779746943667
YFL053W_crA	VI	24350	24428	24389	25198	25198	+	YFL053W	44.2242811903748	4.59782188153575	29.5279153819087
YFL055W_crA	VI	17733	17873	17803	18680	19921	+	YFL055W	10.8397549995287	1.46239525274274	18.5003207995253
YFL055W_crB	VI	18054	18268	18161	18680	19921	+	YFL055W	15.4020081547694	1.78067679698103	18.5003207995253
YFL058W_crA	VI	13314	13472	13393	13951	13951	+	YFL058W	4.32779406382112	2.35107119244953	18.9667420333198
YFL058W_crB	VI	13597	13669	13633	13951	13951	+	YFL058W	8.67009257641928	3.00462904328887	18.9667420333198
YFL059W_crA	VI	12004	12050	12027	12259	12259	+	YFL059W	82.1149533808726	2.69040133687875	16.7471782026913
YFL062W_crA	VI	NA	NA	NA	7565	7565	+	YFL062W	NA	NA	15.1454977759532
YFR013W_crA	VI	171098	171228	171163	172285	172401	+	YFR013W	74.5875287196022	0.415453826039036	19.3562579891386
YFR013W_crB	VI	171370	171500	171435	172285	172401	+	YFR013W	47.1148658095718	0.790450623883857	19.3562579891386
YFR015C_crA	VI	175144	174848	174996	174264	174132	-	YFR015C	40.1006802126481	1.79718066390594	19.8374611889499
YFR016C_crA	VI	178795	178681	178738	177041	177004	-	YFR016C	75.8319094212922	1.13839070635592	25.3400472560402
YFR019W_crA	VI	189195	189369	189282	191338	191397	+	YFR019W	75.0091886301312	1.2175695813961	29.4473673071603
YFR021W_crA	VI	195296	195410	195353	196314	196357	+	YFR021W	42.861928890728	1.04055775677892	17.5413179562442
YFR022W_crA	VI	198002	198162	198082	199034	199165	+	YFR022W	27.0126985491163	0.774098598041702	22.6104977131578
YFR027W_crA	VI	207968	208044	208006	208297	208341	+	YFR027W	20.0635747571088	1.39324286192429	15.314969214239
YFR029W_crA	VI	211995	212157	212076	212973	212965	+	YFR029W	40.9089965397302	0.390261985284199	17.8978183302812
YFR029W_crB	VI	212322	212396	212359	212973	212965	+	YFR029W	14.986186453814	0.894080817169473	17.8978183302812
YFR030W_crA	VI	214727	214831	214779	216419	216469	+	YFR030W	115.834537394326	1.97364689950661	25.9046273863418
YFR030W_crB	VI	214899	215019	214959	216419	216469	+	YFR030W	31.2522385742253	1.86559854417824	25.9046273863418
YFR031C_crA	VI	218720	218394	218557	216593	216536	-	YFR031C	68.3233159646513	0.975186902585718	29.57518421979
YFR045W_crA	VI	NA	NA	NA	242999	243062	+	YFR045W	NA	NA	18.3407930601829
YGL006W_crA	VII	487834	488138	487986	489442	489442	+	YGL006W	38.4390556353381	0.641237845601039	16.6429182957326
YGL014W_crA	VII	467440	467712	467576	468807	468846	+	YGL014W	35.124860635553	-0.122411957869916	15.7584290255154
YGL016W_crA	VII	463455	463773	463614	464911	465062	+	YGL016W	47.78373564355	0.53875951458635	29.4849383428698
YGL021W_crA	VII	455812	456044	455928	457067	457110	+	YGL021W	55.018310515295	0.292335719771356	18.190999076105
YGL027C_crA	VII	444968	444738	444853	443641	443569	-	YGL027C	64.3625650697831	-0.639900655415171	15.9554571719213
YGL027C_crB	VII	444635	444511	444573	443641	443569	-	YGL027C	18.1302763512374	-0.141679098715661	15.9554571719213
YGL045W_crA	VII	415212	415282	415247	415730	415879	+	YGL045W	196.484994618911	2.89136292106581	26.692835113058
YGL048C_crA	VII	410790	410700	410745	410068	409979	-	YGL048C	120.513513159186	0.825742999230467	24.7712117749954
YGL049C_crA	VII	408717	408627	408672	406859	406699	-	YGL049C	81.1123253560796	0.481766115815214	19.1555141908729
YGL049C_crB	VII	408525	408347	408436	406859	406699	-	YGL049C	31.0812055106394	0.671122589029105	19.1555141908729
YGL060W_crA	VII	391101	391345	391223	391990	392086	+	YGL060W	41.9531432426274	0.828364402779494	18.7213968036987
YGL062W_crA	VII	386994	387220	387107	388732	388808	+	YGL062W	59.8116526426161	0.0774465974236272	17.0173128293531
YGL062W_crB	VII	387818	387862	387840	388732	388808	+	YGL062W	124.168731017501	0.38463054478959	17.0173128293531
YGL066W_crA	VII	378811	378999	378905	379582	379824	+	YGL066W	115.435202387595	1.26322999799666	23.0472022091739
YGL091C_crA	VII	342475	342423	342449	342055	341923	-	YGL091C	110.115922471023	1.36516024226061	21.1908884386332
YGL092W_crA	VII	339203	339437	339320	341859	341912	+	YGL092W	33.1218450898496	-0.483936976733479	18.5992614985517
YGL092W_crB	VII	339559	339803	339681	341859	341912	+	YGL092W	26.2658571868691	-0.215342887832076	18.5992614985517
YGL093W_crA	VII	336294	336410	336352	337639	337664	+	YGL093W	81.2186328556222	0.980767027227077	29.6145695627254
YGL093W_crB	VII	336404	336634	336519	337639	337664	+	YGL093W	NA	NA	29.6145695627254
YGL104C_crA	VII	309582	309512	309547	308712	308683	-	YGL104C	88.6799819405829	2.37174654946343	24.7384633492475
YGL110C_crA	VII	302661	302579	302620	301536	301411	-	YGL110C	120.227452959752	1.11916044608579	17.8753607514754
YGL110C_crB	VII	302539	302457	302498	301536	301411	-	YGL110C	5.7753044090968	1.36220636204857	17.8753607514754
YGL113W_crA	VII	297146	297270	297208	297938	298176	+	YGL113W	53.0355925991537	-0.0461020706593961	18.9829303474421
YGL113W_crB	VII	297366	297490	297428	297938	298176	+	YGL113W	41.9457433002219	0.774595737823762	18.9829303474421
YGL114W_crA	VII	294398	294524	294461	295637	295664	+	YGL114W	48.4069246654071	0.837821630358732	21.8871776007583
YGL124C_crA	VII	275796	275662	275729	274779	274768	-	YGL124C	70.375976833169	0.79471828970237	24.7275128315438
YGL124C_crB	VII	275602	275492	275547	274779	274768	-	YGL124C	22.3068511320064	1.42098261566917	24.7275128315438
YGL131C_crA	VII	263592	263522	263557	261647	260321	-	YGL131C	18.6145235662649	1.19826833899332	29.4002352161853
YGL131C_crB	VII	263191	263059	263125	261647	260321	-	YGL131C	57.0716593469178	1.50261150551149	29.4002352161853
YGL133W_crA	VII	259415	259685	259550	261501	261501	+	YGL133W	46.7363149245735	0.969135929826318	20.1274351125075
YGL133W_crB	VII	259835	259973	259904	261501	261501	+	YGL133W	46.6179370457683	1.00935330515693	20.1274351125075
YGL134W_crA	VII	256360	256552	256456	256964	257038	+	YGL134W	21.2154529161894	0.448878592496786	18.822546555501
YGL140C_crA	VII	242463	242325	242394	241352	241113	-	YGL140C	96.4305029162702	1.13436315099574	26.3302539132088
YGL141W_crA	VII	239471	239549	239510	241085	241174	+	YGL141W	96.1687458365846	1.70626741744856	24.6671020056134
YGL141W_crB	VII	239770	239804	239787	241085	241174	+	YGL141W	29.0463678049054	1.92026065331395	24.6671020056134
YGL142C_crA	VII	236905	236845	236875	236268	236121	-	YGL142C	143.3900898309	1.89134766624261	27.4187470522014
YGL144C_crA	VII	233407	233249	233328	232449	232417	-	YGL144C	37.8746894555932	0.964111460150039	24.866402496705
YGL150C_crA	VII	223414	222802	223108	221103	220921	-	YGL150C	56.8318328515068	0.56523984516671	15.220772215259
YGL151W_crA	VII	220007	220183	220095	220922	221006	+	YGL151W	59.899581904852	0.291444751415668	20.4899595194481
YGL151W_crB	VII	220291	220527	220409	220922	221006	+	YGL151W	60.748205452491	1.24585568593974	20.4899595194481
YGL156W_crA	VII	212390	212434	212412	213667	213798	+	YGL156W	196.472578277122	3.52715748676091	39.2145689203114
YGL163C_crA	VII	195173	194979	195076	193706	193584	-	YGL163C	49.6187780285394	1.47113589788351	26.1729787588057
YGL164C_crA	VII	192716	192596	192656	191977	191977	-	YGL164C	61.9253484865974	1.20449453954187	19.3428889232823
YGL169W_crA	VII	186515	186639	186577	187339	187339	+	YGL169W	6.3007179200168	-0.0149388421905423	16.1902997195065
YGL176C_crA	VII	172426	172342	172384	171414	171328	-	YGL176C	41.434525642774	0.864196018595978	17.0977995454332
YGL180W_crA	VII	161433	161653	161543	162758	163005	+	YGL180W	19.0071317732543	1.28241531595104	22.4392408220325
YGL184C_crA	VII	155544	155450	155497	154614	154656	-	YGL184C	17.1079599528037	2.25432271474942	16.1161506342889
YGL184C_crB	VII	155256	155150	155203	154614	154656	-	YGL184C	25.2196476836798	2.25559222186276	16.1161506342889
YGL186C_crA	VII	151935	151809	151872	151036	151000	-	YGL186C	62.0508923501101	0.705686999636464	18.7103082420282
YGL197W_crA	VII	127239	127673	127456	129161	129734	+	YGL197W	38.7443309506155	0.622612751501431	20.9218243757119
YGL197W_crB	VII	127831	127971	127901	129161	129734	+	YGL197W	52.6240921652411	0.921535896174657	20.9218243757119
YGL201C_crA	VII	119826	119546	119686	117853	117562	-	YGL201C	23.3690972247744	0.209606535129821	17.2944567011775
YGL205W_crA	VII	109744	109960	109852	110404	110591	+	YGL205W	10.7820528527425	2.57475667027432	24.4203124145302
YGL216W_crA	VII	85740	85830	85785	87302	87347	+	YGL216W	61.0562481237453	0.89434875948559	22.8498300470041
YGL216W_crB	VII	85972	86080	86026	87302	87347	+	YGL216W	40.3081389012967	1.25992042340599	22.8498300470041
YGL227W_crA	VII	70786	70874	70830	72547	72650	+	YGL227W	21.0498953967521	1.00440186843006	27.1172861448071
YGL227W_crB	VII	71310	71462	71386	72547	72650	+	YGL227W	50.0045722193654	1.3486653096747	27.1172861448071
YGL241W_crA	VII	46638	46832	46735	48459	48489	+	YGL241W	31.3686718894157	0.460561181260415	17.9369457861465
YGL241W_crB	VII	47126	47252	47189	48459	48489	+	YGL241W	26.8277478568393	0.642242146466229	17.9369457861465
YGL244W_crA	VII	42301	42375	42338	43174	43185	+	YGL244W	103.621024173892	0.88317970233527	16.3647855587941
YGL249W_crA	VII	34029	34135	34082	35212	35337	+	YGL249W	7.95457183056192	1.77329065627692	20.2601228580633
YGL251C_crA	VII	29475	29281	29378	27920	27748	-	YGL251C	39.4506636917273	1.3393215240556	37.1747442030902
YGR002C_crA	VII	499139	499025	499082	498475	498234	-	YGR002C	163.420628795381	1.53106227228755	19.3790137507556
YGR004W_crA	VII	503811	503953	503882	504326	504551	+	YGR004W	43.5904054518075	0.457185196360888	16.6104914157808
YGR013W_crA	VII	515454	515548	515501	516416	516567	+	YGR013W	23.66029878381	0.373158469498395	17.2193218777183
YGR013W_crB	VII	515617	515711	515664	516416	516567	+	YGR013W	38.5508494103922	0.661700073225524	17.2193218777183
YGR047C_crA	VII	588101	587985	588043	586391	586322	-	YGR047C	64.4342224515637	1.51812565310758	31.8948786147556
YGR052W_crA	VII	594203	594291	594247	594705	594831	+	YGR052W	30.3626765294045	1.32243537352621	18.4664179635698
YGR052W_crB	VII	594383	594437	594410	594705	594831	+	YGR052W	30.9185050394157	1.9074897297132	18.4664179635698
YGR062C_crA	VII	616830	616708	616769	616327	616242	-	YGR062C	11.2840409380192	0.0572413556586998	15.5608101719888
YGR076C_crA	VII	637344	637292	637318	637103	637018	-	YGR076C	29.160101779031	1.09865323138582	15.9851750457026
YGR092W_crA	VII	668867	668959	668913	669907	670055	+	YGR092W	27.104756457749	0.874758125543461	18.7455740360125
YGR092W_crB	VII	669242	669384	669313	669907	670055	+	YGR092W	86.418894129613	1.07470382045355	18.7455740360125
YGR097W_crA	VII	679789	680027	679908	682135	682343	+	YGR097W	30.9716076797124	1.05245581829197	15.7069229291352
YGR097W_crB	VII	680277	680479	680378	682135	682343	+	YGR097W	69.7750342970536	0.957609888621968	15.7069229291352
YGR098C_crA	VII	684656	684442	684549	682565	682322	-	YGR098C	46.2501477444226	0.632592809752177	30.3629769052424
YGR098C_crB	VII	684345	684201	684273	682565	682322	-	YGR098C	31.9466062140199	1.18891156234159	30.3629769052424
YGR100W_crA	VII	692021	692135	692078	693097	693191	+	YGR100W	72.9634088799377	0.90770089252871	25.0902766506019
YGR100W_crB	VII	692185	692293	692239	693097	693191	+	YGR100W	58.9002630559173	1.29647914735062	25.0902766506019
YGR110W_crA	VII	714391	714497	714444	715046	715079	+	YGR110W	15.0234002195999	2.81078128644416	21.3858616335624
YGR125W_crA	VII	743864	744142	744003	745435	745550	+	YGR125W	83.0006034746686	0.941034428285552	20.911293939534
YGR134W_crA	VII	759883	760157	760020	761138	761326	+	YGR134W	59.3503533940472	1.28559789359115	26.1201468588013
YGR140W_crA	VII	768542	768714	768628	770299	770342	+	YGR140W	28.5286503862449	0.498773948471948	22.8944558376325
YGR144W_crA	VII	780777	780879	780828	781379	781398	+	YGR144W	12.5802761644017	3.42466332739984	15.0121029336211
YGR149W_crA	VII	789535	789635	789585	790329	790510	+	YGR149W	44.960928280593	1.21861502709162	15.0520501425771
YGR154C_crA	VII	797531	797461	797496	796797	796649	-	YGR154C	36.7578007723129	1.63743918253068	18.480834886929
YGR166W_crA	VII	831201	831361	831281	832197	832222	+	YGR166W	17.5772339358338	0.353913272167273	19.9784478512033
YGR171C_crA	VII	841542	841302	841422	840823	840761	-	YGR171C	26.2529869827752	0.410496307912672	18.047378182253
YGR184C_crA	VII	862967	861921	862444	859900	859889	-	YGR184C	44.2478855440342	0.728212206778142	15.5463498056146
YGR186W_crA	VII	868459	868515	868487	869981	870102	+	YGR186W	56.1765508491814	0.582106934553489	20.0205982388173
YGR186W_crB	VII	868825	868931	868878	869981	870102	+	YGR186W	104.249080508427	0.789346820579539	20.0205982388173
YGR188C_crA	VII	873586	873434	873510	872043	871905	-	YGR188C	43.3345777079274	1.02406043015107	32.4916214939696
YGR188C_crB	VII	873383	873279	873331	872043	871905	-	YGR188C	8.2417579911269	1.76679311538595	32.4916214939696
YGR196C_crA	VII	891542	891462	891502	889732	889649	-	YGR196C	39.6826299155589	1.13450154974072	18.6830163271284
YGR196C_crB	VII	891279	891125	891202	889732	889649	-	YGR196C	38.3462006363982	1.29432034087155	18.6830163271284
YGR197C_crA	VII	893495	893355	893425	892496	892481	-	YGR197C	34.8001512792957	0.618423106240268	17.2401319927928
YGR197C_crB	VII	893277	893151	893214	892496	892481	-	YGR197C	NA	NA	17.2401319927928
YGR213C_crA	VII	919159	919077	919118	918511	918511	-	YGR213C	16.671426473412	3.38500441110743	18.4778892178281
YGR213C_crB	VII	918918	918828	918873	918511	918511	-	YGR213C	31.6414339368688	3.65880422834966	18.4778892178281
YGR217W_crA	VII	928967	929099	929033	930815	930840	+	YGR217W	55.7984551544622	1.45478245200982	31.8133152759954
YGR224W_crA	VII	943670	943820	943745	944647	944647	+	YGR224W	19.2841074662718	4.6961843066989	27.5806908141716
YGR237C_crA	VII	964722	964604	964663	963297	963216	-	YGR237C	26.2869149528006	0.618182416280867	17.6294843048382
YGR237C_crB	VII	964278	963936	964107	963297	963216	-	YGR237C	60.8075228200261	1.07810288694723	17.6294843048382
YGR238C_crA	VII	967168	966928	967048	966038	965968	-	YGR238C	52.2734398035776	1.22154393983734	25.5268946077522
YGR245C_crA	VII	981052	980930	980991	979764	979632	-	YGR245C	131.586946922785	0.176175347522124	16.8412415146268
YGR246C_crA	VII	983460	983222	983341	982481	982328	-	YGR246C	57.4847475694734	0.97162369490281	20.7153430630857
YGR249W_crA	VII	988516	988634	988575	989419	989925	+	YGR249W	11.2998290645899	1.38608155044944	18.3108442216259
YGR257C_crA	VII	1006947	1006833	1006890	1006204	1006143	-	YGR257C	1.8234043421934	-0.178835723644011	16.34034618591
YGR258C_crA	VII	1009006	1008876	1008941	1007670	1007679	-	YGR258C	108.527120442748	1.62060123453269	32.1226538161073
YGR271W_crA	VII	1034928	1035248	1035088	1037694	1037796	+	YGR271W	44.5871752742429	0.917190384458769	34.2631802315413
YGR271W_crB	VII	1035443	1035585	1035514	1037694	1037796	+	YGR271W	33.9455454572718	1.33230188113606	34.2631802315413
YGR273C_crA	VII	1038938	1038850	1038894	1038714	1038714	-	YGR273C	6.0861949322538	2.91671927251392	18.182520500697
YGR274C_crA	VII	1041600	1041374	1041487	1039894	1039823	-	YGR274C	48.9146261104226	0.666915562508013	19.1277278353151
YGR287C_crA	VII	1068304	1068264	1068284	1067221	1067221	-	YGR287C	20.6806959022712	2.64462257489246	17.4477625848421
YGR287C_crB	VII	1067973	1067911	1067942	1067221	1067221	-	YGR287C	52.5778651139246	2.67531773240635	17.4477625848421
YGR289C_crA	VII	1075138	1075070	1075104	1073962	1073983	-	YGR289C	34.2506030981732	3.34059658824171	20.6594299046633
YGR289C_crB	VII	1074630	1074524	1074577	1073962	1073983	-	YGR289C	111.436879486762	3.73191623234176	20.6594299046633
YGR289C_crC	VII	1074477	1074407	1074442	1073962	1073983	-	YGR289C	0.993119823145207	3.89036315877781	20.6594299046633
YGR292W_crA	VII	1077894	1077978	1077936	1078353	1078353	+	YGR292W	13.2350176087451	2.56830192010462	23.3982452515801
YHL004W_crA	VIII	99751	99863	99807	100403	100534	+	YHL004W	36.8519685208703	-0.253676857414651	15.9540048397451
YHL007C_crA	VIII	96289	96155	96222	95117	94993	-	YHL007C	89.5933387733946	0.191969002004197	25.1153582794106
YHL012W_crA	VIII	79799	79863	79831	80417	80526	+	YHL012W	29.9439151231625	2.16885506928068	23.9074985610756
YHL016C_crA	VIII	72898	72796	72847	72036	71936	-	YHL016C	72.5618950083565	3.03705176613808	32.3562379345237
YHL019C_crA	VIII	68397	68327	68362	67730	67648	-	YHL019C	123.981513241276	1.96172656728001	26.1415569615489
YHL023C_crA	VIII	60882	60456	60669	59122	59143	-	YHL023C	42.3946216819919	0.602227067492986	21.8017755341912
YHL024W_crA	VIII	58124	58240	58182	58790	59044	+	YHL024W	28.953427659324	2.48610587292156	26.4555970540547
YHL027W_crA	VIII	52084	52174	52129	52988	53195	+	YHL027W	87.518889110546	0.725763707239995	20.1393324600967
YHL029C_crA	VIII	47094	47032	47063	45928	45870	-	YHL029C	45.9938782932136	-0.304686590776414	15.4209299142962
YHL029C_crB	VIII	46756	46608	46682	45928	45870	-	YHL029C	25.0873551267352	0.0211167200489227	15.4209299142962
YHL032C_crA	VIII	37217	37039	37128	36378	36334	-	YHL032C	65.1475356055458	1.12848502114434	24.7745235454938
YHL036W_crA	VIII	27062	27194	27128	27881	27955	+	YHL036W	24.1525086828945	1.7563634774769	25.0901721563905
YHL038C_crA	VIII	24806	24690	24748	23616	23511	-	YHL038C	61.9227368970816	0.988996827732692	18.4850044866767
YHL038C_crB	VIII	24536	24460	24498	23616	23511	-	YHL038C	26.6468941122032	1.26097014234364	18.4850044866767
YHL040C_crA	VIII	19685	19585	19635	19087	18887	-	YHL040C	148.599719984411	2.1715523571614	23.925082059178
YHL047C_crA	VIII	9092	9036	9064	8350	8350	-	YHL047C	63.7131412155954	2.3456430834411	19.2723263698794
YHR002W_crA	VIII	109407	109505	109456	109885	109959	+	YHR002W	12.3656173830694	1.45956448541765	19.7328676827493
YHR003C_crA	VIII	110543	110455	110499	110027	109946	-	YHR003C	76.3389117267029	0.237198785820458	16.8972756738221
YHR006W_crA	VIII	118584	118654	118619	119439	119535	+	YHR006W	96.1120506142389	1.13140351821437	21.2714526925189
YHR009C_crA	VIII	124904	124692	124798	124108	123986	-	YHR009C	119.325483415546	0.43071621577379	17.321593869639
YHR016C_crA	VIII	138004	137928	137966	136880	136676	-	YHR016C	92.6914981423982	0.554829699288035	26.2539829201725
YHR016C_crB	VIII	137792	137684	137738	136880	136676	-	YHR016C	50.8944194871128	1.04556143273938	26.2539829201725
YHR017W_crA	VIII	139176	139270	139223	139851	139897	+	YHR017W	62.5711515393722	1.42592140883195	16.2093837930452
YHR018C_crA	VIII	140795	140751	140773	140010	139796	-	YHR018C	229.016966961303	2.29841964825365	15.6432304003434
YHR018C_crB	VIII	140595	140551	140573	140010	139796	-	YHR018C	326.584244661043	2.66165238510544	15.6432304003434
YHR022C_crA	VIII	150060	149922	149991	149574	149380	-	YHR022C	30.5171022519734	1.99669676327485	16.4493262975935
YHR028C_crA	VIII	166718	166624	166671	164977	164892	-	YHR028C	88.4532307061956	0.741461173048449	16.1233720285033
YHR028C_crB	VIII	166524	166392	166458	164977	164892	-	YHR028C	66.8345295425254	0.741019626377824	16.1233720285033
YHR028C_crC	VIII	166050	165986	166018	164977	164892	-	YHR028C	81.3426323020686	0.895215145184622	16.1233720285033
YHR031C_crA	VIII	172096	171836	171966	170798	170676	-	YHR031C	35.6035081951578	0.210121010366198	18.8600753676934
